psc,obec,okres,distributor_elektrina,distributor_plyn,overit
28522,Zruč nad Sázavou 1,Kutná Hora,ČEZ Distribuce,GasNet,ne
28523,Vlastějovice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28525,Bohdaneč u Zbraslavic,Kutná Hora,ČEZ Distribuce,GasNet,ne
28531,Nové Dvory u Kutné Hory,Kutná Hora,ČEZ Distribuce,GasNet,ne
28532,Hlízov,Kutná Hora,ČEZ Distribuce,GasNet,ne
28533,Církvice u Kutné Hory,Kutná Hora,ČEZ Distribuce,GasNet,ne
28541,Malešov,Kutná Hora,ČEZ Distribuce,GasNet,ne
28542,Červené Janovice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28543,Paběnice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28545,Kluky u Kutné Hory,Kutná Hora,ČEZ Distribuce,GasNet,ne
28546,Úmonín,Kutná Hora,ČEZ Distribuce,GasNet,ne
28547,Křesetice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28561,Žleby,Kutná Hora,ČEZ Distribuce,GasNet,ne
28562,Hostovlice u Čáslavě,Kutná Hora,ČEZ Distribuce,GasNet,ne
28563,Tupadly,Kutná Hora,ČEZ Distribuce,GasNet,ne
28564,Vlkaneč,Kutná Hora,ČEZ Distribuce,GasNet,ne
28565,Zbýšov v Čechách,Kutná Hora,ČEZ Distribuce,GasNet,ne
28571,Vrdy,Kutná Hora,ČEZ Distribuce,GasNet,ne
28572,Bílé Podolí,Kutná Hora,ČEZ Distribuce,GasNet,ne
28573,Horušice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28574,Záboří nad Labem,Kutná Hora,ČEZ Distribuce,GasNet,ne
28575,Žehušice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28576,Chotusice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28601,Čáslav,Kutná Hora,ČEZ Distribuce,GasNet,ne
28802,Nymburk 2,Nymburk,ČEZ Distribuce,GasNet,ne
28901,Dymokury,Nymburk,ČEZ Distribuce,GasNet,ne
28902,Kněžice u Městce Králové,Nymburk,ČEZ Distribuce,GasNet,ne
28903,Městec Králové,Nymburk,ČEZ Distribuce,GasNet,ne
28904,Opočnice,Nymburk,ČEZ Distribuce,GasNet,ne
28905,Žehuň,Kolín;Nymburk,ČEZ Distribuce,GasNet,ne
28906,Sány,Nymburk,ČEZ Distribuce,GasNet,ne
28907,Libice nad Cidlinou,Nymburk,ČEZ Distribuce,GasNet,ne
28908,Běrunice,Nymburk,ČEZ Distribuce,GasNet,ne
28911,Pečky,Kolín;Nymburk,ČEZ Distribuce,GasNet,ne
28912,Sadská,Nymburk,ČEZ Distribuce,GasNet,ne
28913,Zvěřínek,Nymburk,ČEZ Distribuce,GasNet,ne
28914,Poříčany,Kolín;Nymburk,ČEZ Distribuce,GasNet,ne
28915,Kounice,Nymburk,ČEZ Distribuce,GasNet,ne
28916,Přerov nad Labem,Nymburk,ČEZ Distribuce,GasNet,ne
28917,Semice,Nymburk,ČEZ Distribuce,GasNet,ne
28921,Kostomlaty nad Labem,Nymburk,ČEZ Distribuce,GasNet,ne
28922,Lysá nad Labem,Nymburk,ČEZ Distribuce,GasNet,ne
28923,Milovice nad Labem 1,Nymburk,ČEZ Distribuce,GasNet,ne
28924,Milovice nad Labem 3,Nymburk,ČEZ Distribuce,GasNet,ne
28925,Straky,Nymburk,ČEZ Distribuce,GasNet,ne
28926,Stará Lysá,Nymburk,ČEZ Distribuce,GasNet,ne
28931,Bobnice,Nymburk,ČEZ Distribuce,GasNet,ne
28932,Oskořínek,Nymburk,ČEZ Distribuce,GasNet,ne
28933,Křinec,Nymburk,ČEZ Distribuce,GasNet,ne
28934,Rožďalovice,Nymburk,ČEZ Distribuce,GasNet,ne
28935,Košík,Nymburk,ČEZ Distribuce,GasNet,ne
28936,Mcely,Nymburk,ČEZ Distribuce,GasNet,ne
28937,Loučeň,Nymburk,ČEZ Distribuce,GasNet,ne
28941,Pňov,Kolín;Nymburk,ČEZ Distribuce,GasNet,ne
29001,Poděbrady 1,Nymburk,ČEZ Distribuce,GasNet,ne
29301,Mladá Boleslav 1,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29306,Kosmonosy,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29307,Josefův Důl u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29401,Bakov nad Jizerou,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29402,Kněžmost,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29403,Obruby,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29404,Dolní Bousov,Jičín;Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29405,Dlouhá Lhota u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29406,Březno u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29411,Loukov u Mnichova Hradiště,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29412,Žďár u Mnichova Hradiště,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29413,Mohelnice nad Jizerou,Liberec;Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29414,Jivina u Mnichova Hradiště,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29415,Klášter Hradiště nad Jizerou,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29421,Bělá pod Bezdězem,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29423,Čistá u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29424,Březovice u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29425,Katusice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29426,Skalsko,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29427,Velké Všelisy,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29428,Chotětov,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29429,Bezno,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29430,Dolní Cetno,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29431,Krnsko,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29441,Dobrovice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29442,Luštěnice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29443,Čachovice u Mladé Boleslavě,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29445,Jabkenice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29446,Semčice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29447,Ledce u Mladé Boleslavi,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29448,Domousnice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29471,Benátky nad Jizerou 1,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29473,Brodce nad Jizerou,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29474,Předměřice nad Jizerou,Mladá Boleslav;Praha-východ,ČEZ Distribuce,GasNet,ne
29475,Sojovice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29476,Kostelní Hlavno,Praha-východ,ČEZ Distribuce,GasNet,ne
29477,Mečeříž,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29478,Dolní Slivno,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29479,Kropáčova Vrutice,Mladá Boleslav,ČEZ Distribuce,GasNet,ne
29501,Mnichovo Hradiště,Mladá Boleslav;Česká Lípa,ČEZ Distribuce,GasNet,ne
30100,Plzeň 1,Plzeň-město,ČEZ Distribuce,GasNet,ne
31200,Plzeň 12,Plzeň-město,ČEZ Distribuce,GasNet,ne
31600,Plzeň 16,Plzeň-město,ČEZ Distribuce,GasNet,ne
31800,Plzeň 18,Plzeň-město,ČEZ Distribuce,GasNet,ne
32100,Plzeň 21,Plzeň-jih;Plzeň-město,ČEZ Distribuce,GasNet,ne
32200,Plzeň 22,Plzeň-město,ČEZ Distribuce,GasNet,ne
32300,Plzeň 23,Plzeň-město,ČEZ Distribuce,GasNet,ne
32600,Plzeň 26,Plzeň-město,ČEZ Distribuce,GasNet,ne
33001,Kyšice,Plzeň-město,ČEZ Distribuce,GasNet,ne
33002,Dýšina,Plzeň-město,ČEZ Distribuce,GasNet,ne
33003,Chrást u Plzně,Plzeň-město,ČEZ Distribuce,GasNet,ne
33005,Dobříč,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33007,Druztová,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33008,Zruč-Senec,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33011,Třemošná,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33012,Horní Bříza,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33013,Trnová u Plzně,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33014,Ledce u Plzně,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33016,Všeruby u Plzně,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33017,Chotíkov,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33021,Líně,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33022,Zbůch,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33023,Nýřany,Plzeň-sever;Tachov,ČEZ Distribuce,GasNet,ne
33024,Heřmanova Huť,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33025,Blatnice u Plzně,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33026,Tlučná,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33027,Vejprnice,Plzeň-město;Plzeň-sever,ČEZ Distribuce,GasNet,ne
33032,Kozolupy,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33033,Město Touškov,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33035,Líšťany,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33036,Pernarec,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33038,Úněšov,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33040,Úterý,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33041,Bezvěrov,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33101,Plasy,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33141,Kralovice,Plzeň-sever;Rokycany,ČEZ Distribuce,GasNet,ne
33144,Kožlany,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33151,Kaznějov,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33152,Dolní Bělá,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33162,Manětín,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33165,Žihle,Plzeň-sever,ČEZ Distribuce,GasNet,ne
33201,Tymákov,Plzeň-město,ČEZ Distribuce,GasNet,ne
33202,Starý Plzenec,Plzeň-město,ČEZ Distribuce,GasNet,ne
33203,Šťáhlavy,Plzeň-město,ČEZ Distribuce,GasNet,ne
33204,Nezvěstice,Plzeň-jih;Plzeň-město,ČEZ Distribuce,GasNet,ne
33205,Chválenice,Plzeň-město,ČEZ Distribuce,GasNet,ne
33207,Výdejní místo Střížovice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33209,Štěnovice,Plzeň-jih;Plzeň-město,ČEZ Distribuce,GasNet,ne
33211,Hradec u Stoda,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33214,Chotěšov,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33301,Stod,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33401,Přeštice,Klatovy;Plzeň-jih,ČEZ Distribuce,GasNet,ne
33441,Dobřany,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33442,Chlumčany u Přeštic,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33443,Dnešice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33444,Dolní Lukavice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33452,Merklín u Přeštic,Domažlice;Plzeň-jih,ČEZ Distribuce,GasNet,ne
33453,Roupov,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33454,Výdejní místo Lužany u Přeštic,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33455,Horšice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33501,Nepomuk 1,Klatovy;Plzeň-jih,ČEZ Distribuce,GasNet,ne
33503,Nepomuk 3,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33541,Vrčeň,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33543,Dožice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33544,Kasejovice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33546,Oselce,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33547,Nekvasovy,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33551,Měcholupy u Blovic,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33554,Žinkovy,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33555,Neurazy,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33561,Spálené Poříčí,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33563,Nové Mitrovice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33564,Čížkov u Blovic,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33601,Blovice,Plzeň-jih,ČEZ Distribuce,GasNet,ne
33701,Rokycany 1,Rokycany,ČEZ Distribuce,GasNet,ne
33801,Holoubkov,Rokycany,ČEZ Distribuce,GasNet,ne
33805,Mýto v Čechách,Rokycany,ČEZ Distribuce,GasNet,ne
33806,Cheznovice,Rokycany,ČEZ Distribuce,GasNet,ne
33808,Zbiroh,Rokycany,ČEZ Distribuce,GasNet,ne
33821,Osek u Rokycan,Rokycany,ČEZ Distribuce,GasNet,ne
33822,Volduchy,Rokycany,ČEZ Distribuce,GasNet,ne
33824,Břasy 1,Rokycany,ČEZ Distribuce,GasNet,ne
33828,Radnice u Rokycan,Rokycany,ČEZ Distribuce,GasNet,ne
33841,Klabava,Rokycany,ČEZ Distribuce,GasNet,ne
33842,Hrádek u Rokycan,Rokycany,ČEZ Distribuce,GasNet,ne
33843,Mirošov 1,Plzeň-jih;Rokycany,ČEZ Distribuce,GasNet,ne
33844,Dobřív,Rokycany,ČEZ Distribuce,GasNet,ne
33845,Strašice,Rokycany,ČEZ Distribuce,GasNet,ne
33901,Klatovy 1,Klatovy,ČEZ Distribuce,GasNet,ne
34004,Železná Ruda,Klatovy,ČEZ Distribuce,GasNet,ne
34012,Švihov,Klatovy;Plzeň-jih,ČEZ Distribuce,GasNet,ne
34021,Janovice nad Úhlavou,Klatovy,ČEZ Distribuce,GasNet,ne
34022,Nýrsko,Klatovy,ČEZ Distribuce,GasNet,ne
34034,Plánice,Klatovy,ČEZ Distribuce,GasNet,ne
34101,Horažďovice,Klatovy,ČEZ Distribuce,GasNet,ne
34142,Kolinec,Klatovy,ČEZ Distribuce,GasNet,ne
34192,Kašperské Hory,Klatovy,ČEZ Distribuce,GasNet,ne
34201,Sušice 1,Klatovy;Strakonice,ČEZ Distribuce,GasNet,ano
34401,Domažlice 1,Domažlice,ČEZ Distribuce,GasNet,ne
34501,Mrákov,Domažlice,ČEZ Distribuce,GasNet,ne
34502,Kout na Šumavě,Domažlice,ČEZ Distribuce,GasNet,ne
34506,Kdyně,Domažlice;Klatovy,ČEZ Distribuce,GasNet,ne
34507,Všeruby u Kdyně,Domažlice,ČEZ Distribuce,GasNet,ne
34509,Pocinovice,Domažlice,ČEZ Distribuce,GasNet,ne
34521,Meclov,Domažlice,ČEZ Distribuce,GasNet,ne
34522,Poběžovice,Domažlice,ČEZ Distribuce,GasNet,ne
34525,Hostouň u Horšovského Týna,Domažlice,ČEZ Distribuce,GasNet,ne
34526,Bělá nad Radbuzou,Domažlice,ČEZ Distribuce,GasNet,ne
34532,Česká Kubice,Domažlice,ČEZ Distribuce,GasNet,ne
34533,Trhanov,Domažlice,ČEZ Distribuce,GasNet,ne
34534,Klenčí pod Čerchovem,Domažlice,ČEZ Distribuce,GasNet,ne
34535,Postřekov,Domažlice,ČEZ Distribuce,GasNet,ne
34543,Koloveč,Domažlice,ČEZ Distribuce,GasNet,ne
34545,Blížejov,Domažlice,ČEZ Distribuce,GasNet,ne
34561,Staňkov,Domažlice,ČEZ Distribuce,GasNet,ne
34562,Holýšov,Domažlice,ČEZ Distribuce,GasNet,ne
34601,Horšovský Týn,Domažlice,ČEZ Distribuce,GasNet,ne
34701,Tachov 1,Tachov,ČEZ Distribuce,GasNet,ne
34801,Staré Sedliště,Tachov,ČEZ Distribuce,GasNet,ne
34802,Bor u Tachova,Tachov,ČEZ Distribuce,GasNet,ne
34806,Přimda,Tachov,ČEZ Distribuce,GasNet,ne
34813,Chodová Planá,Tachov,ČEZ Distribuce,GasNet,ne
34815,Planá u Mariánských Lázní,Tachov,ČEZ Distribuce,GasNet,ne
34901,Stříbro,Plzeň-sever;Tachov,ČEZ Distribuce,GasNet,ne
34952,Konstantinovy Lázně,Plzeň-sever;Tachov,ČEZ Distribuce,GasNet,ne
34953,Bezdružice,Tachov,ČEZ Distribuce,GasNet,ne
34958,Černošín,Tachov,ČEZ Distribuce,GasNet,ne
34961,Kladruby u Stříbra,Tachov,ČEZ Distribuce,GasNet,ne
34972,Trpísty,Tachov,ČEZ Distribuce,GasNet,ne
35002,Cheb 2,Cheb,ČEZ Distribuce,GasNet,ne
35101,Františkovy Lázně,Cheb,ČEZ Distribuce,GasNet,ne
35124,Hranice u Aše,Cheb,ČEZ Distribuce,GasNet,ne
35131,Libá,Cheb,ČEZ Distribuce,GasNet,ne
35132,Hazlov,Cheb,ČEZ Distribuce,GasNet,ne
35134,Skalná,Cheb,ČEZ Distribuce,GasNet,ne
35135,Plesná u Chebu,Cheb,ČEZ Distribuce,GasNet,ne
35137,Luby u Chebu,Cheb,ČEZ Distribuce,GasNet,ne
35201,Aš 1,Cheb,ČEZ Distribuce,GasNet,ne
35301,Mariánské Lázně 1,Cheb;Sokolov,ČEZ Distribuce,GasNet,ne
35491,Lázně Kynžvart,Cheb,ČEZ Distribuce,GasNet,ne
35493,Dolní Žandov,Cheb,ČEZ Distribuce,GasNet,ne
35601,Sokolov 1,Sokolov,ČEZ Distribuce,GasNet,ne
35604,Dolní Rychnov,Sokolov,ČEZ Distribuce,GasNet,ne
35701,Rotava 1,Sokolov,ČEZ Distribuce,GasNet,ne
35703,Svatava,Sokolov,ČEZ Distribuce,GasNet,ne
35707,Oloví,Sokolov,ČEZ Distribuce,GasNet,ne
35708,Krajková,Sokolov,ČEZ Distribuce,GasNet,ne
35709,Habartov,Sokolov,ČEZ Distribuce,GasNet,ne
35731,Horní Slavkov,Sokolov,ČEZ Distribuce,GasNet,ne
35733,Loket,Sokolov,ČEZ Distribuce,GasNet,ne
35734,Nové Sedlo u Lokte,Sokolov,ČEZ Distribuce,GasNet,ne
35735,Chodov u Karlových Var 1,Karlovy Vary;Sokolov,ČEZ Distribuce,GasNet,ne
35751,Kynšperk nad Ohří,Sokolov,ČEZ Distribuce,GasNet,ne
35755,Bukovany u Sokolova,Sokolov,ČEZ Distribuce,GasNet,ne
35801,Kraslice,Sokolov,ČEZ Distribuce,GasNet,ne
36001,Karlovy Vary 1,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36004,Karlovy Vary 4,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36005,Karlovy Vary 5,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36006,Karlovy Vary 6,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36007,Karlovy Vary 7,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36010,Karlovy Vary 10,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36017,Karlovy Vary 17,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36018,Karlovy Vary 18,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36221,Nejdek 1,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36222,Nejdek 2,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36225,Nová Role,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36233,Hroznětín,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36234,Merklín u Karlových Var,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36235,Abertamy,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36236,Pernink,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36251,Jáchymov,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36262,Boží Dar,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36263,Dalovice,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36272,Kyselka,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36273,Vojkovice nad Ohří,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36301,Ostrov nad Ohří,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36401,Toužim,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36452,Žlutice,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36453,Chyše,Karlovy Vary,ČEZ Distribuce,GasNet,ne
36461,Teplá u Toužimě,Cheb,ČEZ Distribuce,GasNet,ne
36464,Bečov nad Teplou,Karlovy Vary;Sokolov,ČEZ Distribuce,GasNet,ne
36471,Bochov,Karlovy Vary,ČEZ Distribuce,GasNet,ne
37001,České Budějovice 1,České Budějovice,EG.D,EG.D,ne
37004,České Budějovice 4,České Budějovice,EG.D,EG.D,ne
37005,České Budějovice 5,České Budějovice,EG.D,EG.D,ne
37006,České Budějovice 6,České Budějovice,EG.D,EG.D,ne
37007,České Budějovice 7,České Budějovice,EG.D,EG.D,ne
37008,České Budějovice 8,České Budějovice,EG.D,EG.D,ne
37010,České Budějovice 10,České Budějovice,EG.D,EG.D,ne
37011,České Budějovice 11,České Budějovice,EG.D,EG.D,ne
37301,Temelín,České Budějovice,EG.D,EG.D,ne
37302,Neznašov,České Budějovice,EG.D,EG.D,ne
37304,Chrášťany u Týna nad Vltavou,České Budějovice,EG.D,EG.D,ne
37305,Temelín-elektrárna,České Budějovice,EG.D,EG.D,ne
37311,Ledenice,České Budějovice,EG.D,EG.D,ne
37312,Borovany,České Budějovice,EG.D,EG.D,ne
37314,Komařice,České Budějovice,EG.D,EG.D,ne
37315,Nová Ves u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37316,Dobrá Voda u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37321,Slavče,České Budějovice,EG.D,EG.D,ne
37322,Ločenice,České Budějovice,EG.D,EG.D,ne
37323,Svatý Jan nad Malší,České Budějovice,EG.D,EG.D,ne
37324,Římov,České Budějovice,EG.D,EG.D,ne
37331,Olešnice u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37332,Jílovice u Trhových Svin,České Budějovice,EG.D,EG.D,ne
37333,Nové Hrady v jižních Čechách,České Budějovice,EG.D,EG.D,ne
37335,Horní Stropnice,České Budějovice,EG.D,EG.D,ne
37336,Rychnov u Nových Hradů,České Budějovice,EG.D,EG.D,ne
37341,Hluboká nad Vltavou,České Budějovice,EG.D,EG.D,ne
37343,Výdejní místo Purkarec,České Budějovice,EG.D,EG.D,ne
37344,Zliv,České Budějovice,EG.D,EG.D,ne
37346,Pištín,České Budějovice,EG.D,EG.D,ne
37347,Sedlec u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37348,Dívčice,České Budějovice,EG.D,EG.D,ne
37349,Mydlovary,České Budějovice,EG.D,EG.D,ne
37350,Olešník,České Budějovice,EG.D,EG.D,ne
37351,Dříteň,České Budějovice,EG.D,EG.D,ne
37361,Hrdějovice,České Budějovice,EG.D,EG.D,ne
37362,Chotýčany u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37363,Ševětín,České Budějovice,EG.D,EG.D,ne
37364,Dynín,České Budějovice,EG.D,EG.D,ne
37365,Dolní Bukovsko,České Budějovice,EG.D,EG.D,ne
37366,Žimutice,České Budějovice,EG.D,EG.D,ne
37367,Borek,České Budějovice,EG.D,EG.D,ne
37371,Rudolfov,České Budějovice,EG.D,EG.D,ne
37372,Lišov u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37373,Štěpánovice u Českých Budějovic,České Budějovice,EG.D,EG.D,ne
37381,Kamenný Újezd,České Budějovice,EG.D,EG.D,ne
37382,Boršov nad Vltavou,České Budějovice,EG.D,EG.D,ne
37384,Dubné,České Budějovice,EG.D,EG.D,ne
37401,Trhové Sviny,České Budějovice,EG.D,EG.D,ne
37501,Týn nad Vltavou 1,Písek;Tábor;České Budějovice,EG.D,EG.D,ne
37701,Jindřichův Hradec 1,Jindřichův Hradec,EG.D,EG.D,ne
37801,Lásenice,Jindřichův Hradec,EG.D,EG.D,ne
37802,Stráž nad Nežárkou,Jindřichův Hradec,EG.D,EG.D,ne
37803,Majdalena,Jindřichův Hradec,EG.D,EG.D,ne
37804,Chlum u Třeboně,Jindřichův Hradec,EG.D,EG.D,ne
37806,Suchdol nad Lužnicí,Jindřichův Hradec,EG.D,EG.D,ne
37807,Rapšach,Jindřichův Hradec,EG.D,EG.D,ne
37808,Dvory nad Lužnicí,Jindřichův Hradec,EG.D,EG.D,ne
37809,Nová Ves nad Lužnicí,Jindřichův Hradec,EG.D,EG.D,ne
37810,České Velenice,Jindřichův Hradec,EG.D,EG.D,ne
37816,Lomnice nad Lužnicí,Jindřichův Hradec,EG.D,EG.D,ne
37817,Novosedly nad Nežárkou,Jindřichův Hradec,EG.D,EG.D,ne
37818,Výdejní místo Stříbřec,Jindřichův Hradec,EG.D,EG.D,ne
37821,Kardašova Řečice,Jindřichův Hradec;Tábor,EG.D,EG.D,ne
37824,Výdejní místo Pluhův Žďár,Jindřichův Hradec,EG.D,EG.D,ne
37825,Deštná u Jindřichova Hradce,Jindřichův Hradec,EG.D,EG.D,ne
37826,Lodhéřov,Jindřichův Hradec,EG.D,EG.D,ne
37831,Horní Pěna,Jindřichův Hradec,EG.D,EG.D,ne
37832,Číměř,Jindřichův Hradec,EG.D,EG.D,ne
37833,Nová Bystřice,Jindřichův Hradec,EG.D,EG.D,ne
37841,Jarošov nad Nežárkou,Jindřichův Hradec,EG.D,EG.D,ne
37842,Nová Včelnice,Jindřichův Hradec,EG.D,EG.D,ne
37843,Výdejní místo Horní Radouň,Jindřichův Hradec,EG.D,EG.D,ne
37846,Roseč,Jindřichův Hradec,EG.D,EG.D,ne
37852,Blažejov,Jindřichův Hradec,EG.D,EG.D,ne
37853,Strmilov,Jihlava;Jindřichův Hradec,EG.D,GasNet,ano
37855,Výdejní místo Popelín,Jindřichův Hradec,EG.D,EG.D,ne
37856,Studená,Jindřichův Hradec,EG.D,EG.D,ne
37861,Člunek,Jindřichův Hradec,EG.D,EG.D,ne
37862,Kunžak,Jindřichův Hradec,EG.D,EG.D,ne
37871,Staré Hobzí,Jindřichův Hradec,EG.D,EG.D,ne
37872,Písečné nad Dyjí,Jindřichův Hradec,EG.D,EG.D,ne
37873,Dešná u Dačic,Jindřichův Hradec,EG.D,EG.D,ne
37881,Slavonice,Jindřichův Hradec,EG.D,EG.D,ne
37882,Staré Město pod Landštejnem,Jindřichův Hradec,EG.D,EG.D,ne
37883,Český Rudolec,Jindřichův Hradec,EG.D,EG.D,ne
37891,Budíškovice,Jindřichův Hradec,EG.D,EG.D,ne
37892,Budeč,Jindřichův Hradec,EG.D,EG.D,ne
37901,Třeboň,Jindřichův Hradec;České Budějovice,EG.D,EG.D,ne
38001,Dačice,Jindřichův Hradec;Třebíč,EG.D,EG.D,ano
38101,Český Krumlov 1,Český Krumlov,EG.D,EG.D,ne
38201,Dolní Třebonín,Český Krumlov,EG.D,EG.D,ne
38202,Zlatá Koruna,Český Krumlov,EG.D,EG.D,ne
